Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,633.4749755859375,633.9500122070312,630.0,632.0750122070312,504.62908935546875,509580
2013-01-02,633.5,636.2000122070312,627.7750244140625,631.6500244140625,504.289794921875,1880246
2013-01-03,632.5,642.0,629.9749755859375,640.2999877929688,511.1954345703125,2635130
2013-01-04,642.5,650.5,640.4500122070312,649.5999755859375,518.6204833984375,5228760
2013-01-07,650.0,652.0,645.125,647.4249877929688,516.88427734375,1820752
2013-01-08,647.5,652.1500244140625,647.1500244140625,650.125,519.0396118164062,2341870
2013-01-09,650.5,653.7000122070312,636.5750122070312,638.2999877929688,509.59881591796875,3135898
2013-01-10,639.9500122070312,641.0499877929688,627.6500244140625,629.2000122070312,502.3337097167969,4522838
2013-01-11,645.0,661.25,645.0,653.1749877929688,521.4747924804688,7805006
2013-01-14,659.5,674.2249755859375,653.6749877929688,667.25,532.7117309570312,5790224
2013-01-15,695.0,700.0,663.5,668.7249755859375,533.8894653320312,8262978
2013-01-16,668.4500122070312,677.5,654.5,673.875,538.0009765625,4109492
2013-01-17,674.8499755859375,685.9000244140625,671.5,681.0,543.6896362304688,3028544
2013-01-18,681.25,683.0250244140625,669.0250244140625,675.5,539.2981567382812,1440470
2013-01-21,676.25,677.4500122070312,663.5499877929688,665.0,530.91552734375,1260038
2013-01-22,663.0,665.8499755859375,654.0499877929688,658.75,525.9256591796875,1386630
2013-01-23,657.875,661.875,649.2000122070312,655.9749755859375,524.9053344726562,1877654
2013-01-24,652.5,668.4500122070312,652.5,664.2750244140625,531.546875,3498470
2013-01-25,661.875,672.5,661.875,670.25,536.328125,1521100
2013-01-28,670.1500244140625,674.9749755859375,668.9749755859375,672.5250244140625,538.1485595703125,2428154
2013-01-29,670.5999755859375,678.2750244140625,670.1500244140625,672.4749755859375,538.1087036132812,1731804
2013-01-30,670.5,674.9249877929688,667.9000244140625,673.0750122070312,538.588623046875,2279144
2013-01-31,674.4249877929688,676.2249755859375,663.2000122070312,672.0750122070312,537.7883911132812,4313168
2013-02-01,672.0,676.0,671.0750122070312,674.0499877929688,539.3688354492188,1484540
2013-02-04,674.5,683.9000244140625,672.5750122070312,678.1749877929688,542.6695556640625,2487304
2013-02-05,672.5499877929688,682.5,672.5499877929688,680.0250244140625,544.1498413085938,2161994
2013-02-06,681.25,687.9500122070312,681.0,685.2750244140625,548.350830078125,3573706
2013-02-07,680.5,695.0,680.5,693.5750122070312,554.9926147460938,2612782
2013-02-08,693.0,718.5,692.5499877929688,711.2999877929688,569.1758422851562,6973618
2013-02-11,712.0,714.4500122070312,706.125,707.3499755859375,566.0153198242188,2312126
2013-02-12,704.5250244140625,707.5,700.9249877929688,705.0250244140625,564.1547241210938,2225502
2013-02-13,704.9000244140625,720.8250122070312,702.5499877929688,717.7000122070312,574.2970581054688,3822666
2013-02-14,715.0499877929688,727.9000244140625,714.5,723.8499755859375,579.2184448242188,2946958
2013-02-15,722.0,725.9000244140625,715.3250122070312,721.0750122070312,576.9979248046875,1820790
2013-02-18,720.0499877929688,720.9500122070312,710.0,712.6749877929688,570.2759399414062,952086
2013-02-19,710.7999877929688,724.4500122070312,706.3499755859375,721.7750244140625,577.5579833984375,744294
2013-02-20,720.75,728.5,720.75,726.4000244140625,581.2587280273438,2261518
2013-02-21,720.3499755859375,728.4249877929688,720.3499755859375,725.5250244140625,580.558837890625,3849146
2013-02-22,725.0,732.0250244140625,721.1500244140625,727.5499877929688,582.1790161132812,1310694
2013-02-25,726.5,737.5,725.75,736.8499755859375,589.62060546875,1730030
2013-02-26,733.5,749.9749755859375,733.0,748.2000122070312,598.703125,2853670
2013-02-27,747.625,751.5250244140625,738.6500244140625,741.5999755859375,593.4216918945312,2556682
2013-02-28,743.125,762.5,742.625,758.5,606.9447631835938,4599424
2013-03-01,757.5499877929688,758.0,749.0,750.9249877929688,600.8833618164062,2537326
2013-03-04,745.5,759.9500122070312,745.5,756.5999755859375,605.4244384765625,3136076
2013-03-05,758.5,771.5,754.2999877929688,770.0750122070312,616.2070922851562,3440054
2013-03-06,768.0750122070312,782.75,768.0750122070312,780.5999755859375,624.6292114257812,2299510
2013-03-07,780.5,798.7999877929688,779.6749877929688,794.9500122070312,636.1119384765625,3908702
2013-03-08,795.0,797.8250122070312,787.4500122070312,791.5750122070312,633.4111328125,4341502
2013-03-11,787.5,794.7750244140625,778.3250122070312,783.0999755859375,626.629638671875,2221330
2013-03-12,779.0,783.9749755859375,774.0,780.25,624.34912109375,1809452
2013-03-13,778.0250244140625,779.3499755859375,774.0,775.8499755859375,620.8281860351562,1794496
2013-03-14,778.5,788.5,771.9000244140625,783.8499755859375,627.229736328125,3051218
2013-03-15,786.0,790.2000122070312,780.2999877929688,785.125,628.2501220703125,4212398
2013-03-18,779.9249877929688,786.8250122070312,777.2000122070312,783.4749755859375,626.9298706054688,1694988
2013-03-19,782.25,782.25,770.2249755859375,773.375,618.8477783203125,3739910
2013-03-20,770.0,786.3250122070312,769.9749755859375,778.8250122070312,623.2086791992188,4168136
2013-03-21,781.5,787.2000122070312,776.8499755859375,779.9749755859375,624.1289672851562,1664604
2013-03-22,780.7000122070312,781.0499877929688,766.0,771.0750122070312,617.00732421875,2714456
2013-03-25,774.25,776.0,764.2000122070312,771.6749877929688,617.4873657226562,1857316
2013-03-26,770.0499877929688,785.0,768.0750122070312,778.1749877929688,622.688720703125,1781536
2013-03-28,778.0,791.7000122070312,770.8250122070312,787.875,630.4507446289062,3065662
2013-04-01,782.5,786.8499755859375,775.625,778.4249877929688,622.888671875,968812
2013-04-02,778.0,785.5999755859375,770.625,783.6749877929688,627.0897216796875,1130332
2013-04-03,785.0,787.5,765.5,771.7000122070312,617.5074462890625,959932
2013-04-04,770.0499877929688,770.0499877929688,750.5,753.9000244140625,603.2642211914062,1126338
2013-04-05,752.5,754.6749877929688,742.0499877929688,749.1749877929688,599.4830932617188,1865248
2013-04-08,749.4500122070312,749.4500122070312,737.5,740.375,592.4413452148438,896416
2013-04-09,740.0,756.5,738.7999877929688,748.7000122070312,599.10302734375,1672354
2013-04-10,754.9500122070312,769.4500122070312,750.5,765.2249755859375,612.3261108398438,2046284
2013-04-11,770.0,775.0499877929688,760.3499755859375,768.4500122070312,614.9066162109375,2244658
2013-04-12,740.9500122070312,762.25,739.1749877929688,755.875,604.844482421875,5032060
2013-04-15,756.75,757.0,724.1749877929688,736.2249755859375,589.1207275390625,5391496
2013-04-16,735.0,746.7249755859375,728.9749755859375,741.5750122070312,593.40185546875,3071582
2013-04-17,747.5,749.5,715.5,728.3250122070312,582.7990112304688,5279004
2013-04-18,743.9749755859375,747.4500122070312,713.7249755859375,726.375,581.2388916015625,8554458
2013-04-22,723.0,729.9000244140625,712.5,712.6500244140625,570.2562255859375,2962484
2013-04-23,712.2249755859375,724.0,712.0,715.2750244140625,572.3566284179688,3384170
2013-04-25,715.2750244140625,715.2750244140625,699.3250122070312,701.1500244140625,561.0541381835938,7929194
2013-04-26,696.5,696.7249755859375,682.5499877929688,684.6749877929688,547.8707885742188,4754076
2013-04-29,682.5,692.3499755859375,682.5,685.375,548.4308471679688,3968916
2013-04-30,684.0,691.0,682.5,689.2000122070312,551.4915771484375,4020570
2013-05-02,686.75,719.4000244140625,686.75,716.9500122070312,573.697021484375,5630326
2013-05-03,713.0,723.625,703.9500122070312,709.25,567.5355224609375,3641790
2013-05-06,710.0,736.2000122070312,710.0,733.5999755859375,587.02001953125,3727118
2013-05-07,733.5499877929688,739.4249877929688,728.7000122070312,735.7999877929688,588.7805786132812,2260180
2013-05-08,736.0,743.9000244140625,735.0,740.0499877929688,592.1815185546875,1768130
2013-05-09,741.5999755859375,751.7249755859375,741.5,749.2249755859375,599.5230712890625,1949700
2013-05-10,749.2249755859375,755.4500122070312,745.5499877929688,747.9500122070312,598.5028686523438,1139714
2013-05-13,740.0,740.5,722.8499755859375,725.7999877929688,580.77880859375,1862498
2013-05-14,727.5499877929688,735.2750244140625,721.875,728.9749755859375,583.3192138671875,2250100
2013-05-15,729.0499877929688,738.5999755859375,725.0,735.7750244140625,588.760498046875,3565926
2013-05-16,734.5,734.5,723.7249755859375,727.0250244140625,581.7588500976562,2415652
2013-05-17,727.5,739.25,727.0499877929688,736.9000244140625,589.6608276367188,2900200
2013-05-20,735.625,739.0,730.5,736.2000122070312,589.1007080078125,1385504
2013-05-21,732.5,751.0,732.5,746.4249877929688,597.282470703125,1898432
2013-05-22,749.0,754.5750122070312,746.1500244140625,749.2000122070312,599.5032958984375,1846944
2013-05-23,747.5,763.375,739.1749877929688,746.3499755859375,597.2225341796875,3063962
2013-05-24,750.0,751.4749755859375,731.7999877929688,734.7750244140625,587.96044921875,1586612
2013-05-27,734.75,750.0,730.0,749.0,599.343017578125,2023864
2013-05-28,749.0,758.25,745.1500244140625,757.0499877929688,605.7846069335938,1400254
2013-05-29,758.0,763.75,742.5499877929688,748.6749877929688,599.0831909179688,1452038
2013-05-30,750.0,756.0,743.5,749.7000122070312,599.9033203125,2408346
2013-05-31,745.5,754.625,738.375,749.2249755859375,599.5230712890625,1929868
2013-06-03,752.0,753.5,728.5499877929688,734.7000122070312,587.900390625,3097612
2013-06-04,730.0,736.9500122070312,725.0750122070312,732.6749877929688,586.2800903320312,1305320
2013-06-05,730.5499877929688,736.3250122070312,726.3499755859375,733.9000244140625,587.26025390625,1728676
2013-06-06,726.8499755859375,739.25,726.0250244140625,735.375,593.6987915039062,2540452
2013-06-07,735.0499877929688,769.5,734.0,759.4749755859375,613.1557006835938,3550844
2013-06-10,762.5250244140625,772.3499755859375,759.5499877929688,762.5250244140625,615.6179809570312,3360430
2013-06-11,765.0999755859375,771.0,746.0,750.7750244140625,606.1317138671875,2205468
2013-06-12,747.0499877929688,747.5499877929688,731.0250244140625,734.0499877929688,592.6290283203125,4805954
2013-06-13,730.0,732.0,717.5499877929688,722.8250122070312,583.5667114257812,3151342
2013-06-14,724.0,728.625,715.5,725.3499755859375,585.6051025390625,3105996
2013-06-17,726.5,732.5,714.0,726.2249755859375,586.3115234375,2584162
2013-06-18,727.5,730.0,720.0750122070312,721.9000244140625,582.8198852539062,2291528
2013-06-19,727.4500122070312,727.4500122070312,711.7750244140625,713.8499755859375,576.3207397460938,2139788
2013-06-20,710.5,716.5750122070312,699.5499877929688,702.25,566.9556884765625,4172878
2013-06-21,704.4000244140625,715.9249877929688,704.0,711.125,574.120849609375,2848224
2013-06-24,707.5,717.0499877929688,700.0499877929688,705.3499755859375,569.4581298828125,1889164
2013-06-25,706.75,713.5499877929688,690.3499755859375,696.1500244140625,562.0308837890625,1860548
2013-06-26,698.4500122070312,723.875,690.5250244140625,718.8499755859375,580.3574829101562,2326488
2013-06-27,723.9000244140625,748.5,721.0,745.9500122070312,602.2364501953125,3820678
2013-06-28,747.5,762.1500244140625,729.0999755859375,759.0750122070312,612.8328857421875,4817096
2013-07-01,756.0,758.3499755859375,741.7000122070312,746.1749877929688,602.4180908203125,1354652
2013-07-02,746.5499877929688,754.25,743.3250122070312,750.2750244140625,605.7281494140625,1657242
2013-07-03,748.8499755859375,759.5,732.5,744.9000244140625,601.3887939453125,1530906
2013-07-04,745.4249877929688,770.5,745.0,769.1500244140625,620.966796875,1917060
2013-07-05,771.0,779.0,761.0,765.0999755859375,617.6972045898438,1293012
2013-07-08,764.0,767.5,750.0,753.3250122070312,608.1905517578125,1658796
2013-07-09,747.6500244140625,760.875,747.6500244140625,752.4500122070312,607.4840087890625,1097326
2013-07-10,755.0,763.4000244140625,749.0,755.9749755859375,610.3299560546875,1322624
2013-07-11,760.0,785.0,760.0,782.2750244140625,631.563232421875,2335274
